Date,Scrip,Open,High,Low,Close,Volume
20230327,BDFINANCE,44.1,44.1,44.1,44.1,1
20230327,BDLAMPS,258,258,252.2,252.2,61272
20230327,BDTHAI,12.8,12.9,12.8,12.8,103791
20230327,BDTHAIFOOD,34.8,34.8,34.8,34.8,51
20230327,BDWELDING,25.1,25.6,24.8,25.1,200981
20230327,BEACHHATCH,36.5,37.2,36.5,36.5,403814
20230327,BEACONPHAR,275,275,260,267.9,70275
20230327,BENGALWTL,29.2,30.2,29,29.2,1334947
20230327,BERGERPBL,1720,1733.3,1715,1722.2,260
20230327,BEXGSUKUK,85,85,85,85,275
20230327,BEXIMCO,115.6,115.6,115.6,115.6,3
20230327,BGIC,52,52.7,50.9,51.9,11488
20230327,BNICL,56.7,56.7,56.7,56.7,60
20230327,BPML,78,78.9,77.1,77.3,571190
20230327,BPPL,29.3,29.3,29.3,29.3,1500
20230327,BRACBANK,38.5,38.5,38.5,38.5,5600
20230327,BSC,128.9,129.8,127,127.8,1353046
20230327,BSCCL,218.9,218.9,218.9,218.9,324
20230327,BXPHARMA,146.2,146.2,146.2,146.2,468
20230327,CAPMIBBLMF,9.9,9.9,9.9,9.9,451
20230327,CENTRALINS,37.6,37.6,35.9,36.1,34603
20230327,CENTRALPHL,10,10,10,10,27149
20230327,CITYBANK,21.8,21.8,21.8,21.8,28725
20230327,CITYGENINS,34.9,34.9,33.4,33.7,426971
20230327,CLICL,63.3,64.8,63.3,64.6,305301
20230327,CONFIDCEM,89,89,89,89,830
20230327,CONTININS,29.2,29.6,29.2,29.2,25170
20230327,COPPERTECH,36.9,36.9,36.9,36.9,860
20230327,CRYSTALINS,35.1,35.1,35.1,35.1,874
20230327,CVOPRL,163.7,163.7,163.7,163.7,102
20230327,DACCADYE,13.2,13.2,13.2,13.2,41
20230327,DBH,57.8,57.8,57.8,57.8,1474
20230327,DELTALIFE,143,144.5,140.3,141.4,146438
20230327,DELTASPINN,8.5,8.5,8.5,8.5,501
20230327,DESCO,36.6,36.6,36.6,36.6,10
20230327,DESHBANDHU,15.6,15.6,15.6,15.6,24850
20230327,DGIC,28.1,28.4,28,28,23526
20230327,DHAKABANK,13.2,13.2,13.2,13.2,375
20230327,DHAKAINS,61.6,61.8,59.6,59.7,76929
20230327,DOMINAGE,16.2,16.2,16.2,16.2,3432
20230327,DOREENPWR,61,61,61,61,2
20230327,DSHGARME,111.4,113,111.4,111.4,22859
20230327,DUTCHBANGL,62.6,62.6,62.6,62.6,160
20230327,EASTERNINS,47,47,47,47,2450
20230327,EASTLAND,23.8,23.8,23.7,23.7,32502
20230327,EASTRNLUB,1531.3,1531.3,1531.3,1531.3,53
20230327,EBL,31.8,31.8,31.8,31.8,5131
20230327,EBLNRBMF,6.5,6.5,6.5,6.5,257
20230327,ECABLES,181.3,181.3,181.3,181.3,5
20230327,EGEN,45.2,45.2,45.2,45.2,419
20230327,EHL,104,107,99.9,101.3,2637019
20230327,EMERALDOIL,32,32.2,30.1,31.2,197259
20230327,EPGL,34.5,34.5,34.5,34.5,450
20230327,FARCHEM,10.6,10.6,10.6,10.6,21
20230327,FAREASTLIF,75,75,75,75,101753
20230327,FASFIN,5.4,5.4,5.4,5.4,1
20230327,FEDERALINS,22.5,22.5,22.5,22.5,41423
20230327,FEKDIL,17.2,17.2,17.2,17.2,1
20230327,FINEFOODS,72.9,73.9,71.4,72.1,591884
20230327,FIRSTFIN,5.5,5.5,5.5,5.5,180
20230327,FORTUNE,75.7,75.7,75.7,75.7,8
20230327,GBBPOWER,15.1,15.1,15.1,15.1,16186
20230327,GEMINISEA,473.9,481.8,460.1,462.1,104633
20230327,GENEXIL,93.7,94.7,91.8,92.2,1271540
20230327,GENNEXT,6,6,6,6,15330
20230327,GHAIL,17.5,17.5,17.5,17.5,1302
20230327,GHCL,35.1,35.1,35.1,35.1,50
20230327,GIB,9,9,9,9,10
20230327,GLOBALINS,29.3,29.3,29.3,29.3,9451
20230327,GP,286.6,286.6,286.6,286.6,455
20230327,GQBALLPEN,81,84.8,80.8,83.4,32527
20230327,GRAMEENS2,15.2,15.2,15.2,15.2,100
20230327,GREENDELT,65.1,65.1,65.1,65.1,1301
20230327,GSPFINANCE,30.3,30.3,30.3,30.3,1
20230327,HAKKANIPUL,55.8,58.8,55.2,56.1,198831
20230327,HFL,17.5,17.5,17.5,17.5,80768
20230327,HWAWELLTEX,46,47.4,46,46.5,15804
20230327,IBNSINA,286.6,286.6,286.6,286.6,1498
20230327,IBP,17,17,17,17,410
20230327,ICICL,27.5,27.7,26.1,26.3,379292
20230327,IDLC,46.5,46.5,46.5,46.5,15
20230327,IFADAUTOS,44.1,44.1,44.1,44.1,118
20230327,IFIC,11.5,11.5,11.5,11.5,3561
20230327,ILFSL,5.6,5.6,5.6,5.6,1789
20230327,IMAMBUTTON,90.9,93.3,88.4,90.1,71161
20230327,INTECH,21.5,23.1,21.5,23,235179
20230327,INTRACO,32.9,33.3,32.1,32.3,884939
20230327,ISLAMIBANK,33,33.2,33,33.1,150060
20230327,ISNLTD,46.1,48.5,46.1,46.6,110160
20230327,ITC,35,35.3,33.9,34.2,733335
20230327,JAMUNABANK,21.3,21.3,21.3,21.3,15046
20230327,JAMUNAOIL,179.1,182,178.8,178.9,18835
20230327,JANATAINS,26.9,26.9,26.9,26.9,201
20230327,JHRML,76,77,74.8,75.1,262669
20230327,JUTESPINN,256.9,265,245.2,261.7,4084
20230327,KARNAPHULI,27.7,27.7,27.7,27.7,1400
20230327,KAY&QUE,223.4,223.4,223.4,223.4,41
20230327,KBPPWBIL,9.9,9.9,9.9,9.9,12000
20230327,KDSALTD,77,77,77,77,25
20230327,KEYACOSMET,6.4,6.4,6.4,6.4,55741
20230327,KOHINOOR,406,407.5,404.8,405,6311
20230327,KPCL,26.6,26.6,26.6,26.6,2
20230327,LANKABAFIN,26,26,26,26,8025
20230327,LEGACYFOOT,57.3,61.8,56.5,61.8,615381
20230327,LIBRAINFU,668.6,668.6,668.6,668.6,566
20230327,LINDEBD,1397.7,1397.7,1397.7,1397.7,85
20230327,LOVELLO,37.9,37.9,37.9,37.9,5000
20230327,LRBDL,35.1,35.1,35.1,35.1,13127
20230327,LRGLOBMF1,6.4,6.4,6.4,6.4,312
20230327,MAKSONSPIN,22.3,22.3,22.3,22.3,1650
20230327,MALEKSPIN,27.1,27.1,27.1,27.1,3
20230327,MARICO,2421.5,2421.5,2421.5,2421.5,917
20230327,MBL1STMF,6.6,6.6,6.6,6.6,160
20230327,MEGCONMILK,28.6,28.6,28.6,28.6,62138
20230327,MEGHNACEM,57.3,57.3,57.3,57.3,2925
20230327,MEGHNAINS,29.9,29.9,29.9,29.9,94
20230327,MEGHNALIFE,77.1,77.3,74.7,76.8,689924
20230327,MEGHNAPET,33.4,34.6,32,32.4,56196
20230327,MERCANBANK,13.7,13.7,13.6,13.6,436837
20230327,MERCINS,29.2,29.2,29.2,29.2,94
20230327,METROSPIN,31.7,32.2,30.7,31,241418
20230327,MIDASFIN,10,10,10,10,401
20230327,MIDLANDBNK,9,10.3,9,10.2,2272395
20230327,MIRACLEIND,24.5,25,24.4,24.4,163837
20230327,MJLBD,86.7,86.7,86.7,86.7,2
20230327,MLDYEING,24.8,24.8,24.8,24.8,30
20230327,MONNOAGML,963.4,969.5,902,925.4,22889
20230327,MONNOCERA,102.2,103.2,101,101.3,146583
20230327,MONOSPOOL,252,253,240.2,243.5,38187
20230327,MPETROLEUM,198.6,202.8,198.6,199.6,2817
20230327,MTB,16.6,16.6,16.6,16.6,6500
20230327,NAHEEACP,65.3,65.3,65.3,65.3,1
20230327,NAVANACNG,23,23.1,22.8,22.8,107870
20230327,NAVANAPHAR,67.6,68.3,66.5,66.7,157142
20230327,NBL,8.3,8.3,8.3,8.3,10
20230327,NCCBANK,13.8,13.8,13.8,13.8,434
20230327,NEWLINE,45.1,45.1,45.1,45.1,30
20230327,NFML,14,14.8,14,14.6,1062301
20230327,NHFIL,41.8,41.8,41.8,41.8,5225
20230327,NITOLINS,35.3,35.4,35.3,35.3,22398
20230327,NORTHERN,194.1,194.1,194.1,194.1,1610
20230327,NORTHRNINS,36.6,36.6,36.6,36.6,10227
20230327,NPOLYMER,51,51,51,51,1
20230327,NRBCBANK,17.6,17.6,17.6,17.6,10
20230327,NTC,598.4,598.4,598.2,598.4,1231
20230327,NTLTUBES,79.5,79.5,79.5,79.5,10
20230327,NURANI,7,7,7,7,5
20230327,OIMEX,16,16.8,16,16.7,987756
20230327,OLYMPIC,157.7,159.5,155.8,157.5,477174
20230327,ONEBANKLTD,10.5,10.5,10.3,10.3,617162
20230327,ORIONINFU,265.3,268.7,261.2,262.1,114495
20230327,ORIONPHARM,80.4,80.7,79.6,79.7,1620642
20230327,PADMALIFE,41.4,41.5,41.2,41.2,105612
20230327,PADMAOIL,209.2,209.2,209.2,209.2,14
20230327,PAPERPROC,165,165,165,165,414
20230327,PARAMOUNT,38.4,38.4,38.4,38.4,6746
20230327,PDL,9.9,9.9,9.9,9.9,992
20230327,PENINSULA,27.4,27.4,27.4,27.4,5
20230327,PHARMAID,790.7,790.7,790.7,790.7,13
20230327,PHENIXINS,33.9,33.9,33.6,33.6,28964
20230327,PIONEERINS,71.5,72.1,71.5,71.5,91099
20230327,POPULARLIF,70,70,67.9,68.7,80434
20230327,PRAGATIINS,62.5,62.5,59.3,59.6,28278
20230327,PRAGATILIF,108,108,104.2,105.4,45745
20230327,PREMIERBAN,13.6,13.6,13.2,13.3,3460647
20230327,PRIMEBANK,20,20,19.9,19.9,15125
20230327,PRIMELIFE,55,58.4,53.4,58,209514
20230327,PRIMETEX,29.2,29.2,29.2,29.2,1
20230327,PROGRESLIF,77.3,77.3,77.3,77.3,265
20230327,PROVATIINS,58.9,58.9,58.9,58.9,2
20230327,PUBALIBANK,26.4,26.4,26.3,26.3,48970
20230327,PURABIGEN,25.2,25.3,25.2,25.2,20169
20230327,QUEENSOUTH,23.3,23.3,23.3,23.3,40
20230327,RAHIMAFOOD,237.7,237.7,237.7,237.7,78
20230327,RAHIMTEXT,139.8,139.8,139.8,139.8,15
20230327,RAKCERAMIC,42.9,42.9,42.9,42.9,422
20230327,RANFOUNDRY,153.9,154,153.9,153.9,7842
20230327,RDFOOD,44.6,45,43.6,43.9,1774789
20230327,RECKITTBEN,4760.7,4760.7,4760.7,4760.7,3
20230327,RELIANCINS,55.9,55.9,55.4,55.6,1263
20230327,RENATA,1217.9,1217.9,1217.9,1217.9,24
20230327,RENWICKJA,750.1,750.1,750.1,750.1,14
20230327,REPUBLIC,31.1,31.1,31.1,31.1,43484
20230327,RINGSHINE,9.8,9.8,9.8,9.8,1
20230327,ROBI,30,30,30,30,205
20230327,RSRMSTEEL,16.3,16.9,16.3,16.3,28222
20230327,RUPALIINS,26.2,26.2,26.2,26.2,50
20230327,RUPALILIFE,89.7,93.8,89,93.1,1350243
20230327,SAIFPOWER,29.7,29.7,29.7,29.7,3633
20230327,SAIHAMTEX,17.6,17.6,17.6,17.6,5200
20230327,SALVOCHEM,61.8,61.8,61.8,61.8,2000
20230327,SAMATALETH,60.8,64.9,60.8,63.6,191365
20230327,SAMORITA,68,68.7,67.2,67.9,56881
20230327,SANDHANINS,26.9,26.9,26.9,26.9,491
20230327,SAPORTL,30,30.2,29.3,29.4,620885
20230327,SBACBANK,10.6,10.6,10.6,10.6,70
20230327,SEAPEARL,320,322,306.6,308.5,565457
20230327,SHAHJABANK,18.8,18.8,18.8,18.8,71900
20230327,SHASHADNIM,27,27,27,27,164
20230327,SHURWID,13.9,13.9,13.9,13.9,670
20230327,SHYAMPSUG,99.4,99.4,94,95,14610
20230327,SILCOPHL,23.4,23.4,23.4,23.4,1
20230327,SILVAPHL,21.6,21.6,21.6,21.6,1500
20230327,SIMTEX,14,14,14,14,82345
20230327,SINOBANGLA,56,57,55,55.4,394054
20230327,SKICL,46.2,46.5,46.1,46.1,139073
20230327,SKTRIMS,23.2,23.2,23.2,23.2,697
20230327,SONALIANSH,412,420,408.1,411.6,28368
20230327,SONALILIFE,63.3,65.1,63.3,64.6,115072
20230327,SONALIPAPR,692,692.8,655,664.3,38141
20230327,SONARBAINS,44.8,44.8,44.8,44.8,90
20230327,SONARGAON,33.1,33.1,33.1,33.1,400
20230327,SOUTHEASTB,13.8,13.8,13.8,13.8,1000
20230327,SPCERAMICS,46,46.7,45.3,46,1856948
20230327,SPCL,65.5,65.5,65.5,65.5,1
20230327,SQURPHARMA,209.8,209.8,209.8,209.8,2891
20230327,SSSTEEL,16.6,16.6,16.6,16.6,70
20230327,STANCERAM,108.7,108.8,108.7,108.7,7239
20230327,STANDBANKL,8.8,8.8,8.8,8.8,1510
20230327,STYLECRAFT,80.8,83,80.8,80.9,75149
20230327,SUMITPOWER,34,34,34,34,32
20230327,SUNLIFEINS,52.9,52.9,52.9,52.9,1670
20230327,TAKAFULINS,42.1,42.1,42.1,42.1,50
20230327,TAMIJTEX,178.3,178.3,178.3,178.3,20
20230327,TITASGAS,40.9,40.9,40.9,40.9,127
20230327,TOSRIFA,18.6,19.8,18.3,19.4,1543625
20230327,TRUSTB1MF,5.6,5.6,5.6,5.6,10
20230327,TRUSTBANK,34.9,34.9,34.9,34.9,10000
20230327,UCB,13,13,13,13,5975
20230327,UNILEVERCL,3092.1,3096,3082.3,3083.1,2760
20230327,UNIONBANK,9.3,9.3,9.3,9.3,159
20230327,UNIONCAP,7.7,7.9,7.7,7.7,151724
20230327,UNIONINS,42,42.4,40.4,40.6,307447
20230327,UNIQUEHRL,67,72.9,66.7,72.3,5827005
20230327,UNITEDINS,37.9,37.9,37.9,37.9,200
20230327,UPGDCL,233.7,233.7,233.7,233.7,1
20230327,USMANIAGL,54.5,55.6,54.5,55.2,4759
20230327,UTTARABANK,23.4,23.4,23.3,23.4,132910
20230327,UTTARAFIN,33.8,33.8,33.8,33.8,3175
20230327,WALTONHIL,1047.7,1047.7,1047.7,1047.7,109
20230327,WMSHIPYARD,11,11,11,11,9
20230327,YPL,16.3,16.3,16.3,16.3,2
20230327,ZAHEENSPIN,9.9,9.9,9.9,9.9,51
20230327,ZEALBANGLA,148,151.5,145.5,145.9,2432
